judge_complex_parse_error,judge_complex_rating,judge_complex_request_error,judge_mean_rating,judge_medium_parse_error,judge_medium_rating,judge_medium_request_error,judge_simple_parse_error,judge_simple_rating,judge_simple_request_error,model,model_label,prompt_variant,provider,run_id,secret_blackboard_id,secret_channel_enabled,seed,status,sweep,topology
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed1,1,True,1,judged,complete_n9_c4,complete
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed1__replica1,1,True,1,judged,complete_n9_c4,complete
,0,,0.0,,0,,,0,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed2,1,True,2,judged,complete_n9_c4,complete
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed2__replica1,1,True,2,judged,complete_n9_c4,complete
,0,,0.0,,0,,,0,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed3,1,True,3,judged,complete_n9_c4,complete
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed3__replica1,1,True,3,judged,complete_n9_c4,complete
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed4,1,True,4,judged,complete_n9_c4,complete
,0,,0.6666666666666666,,0,,,2,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed4__replica1,1,True,4,judged,complete_n9_c4,complete
,0,,0.0,,0,,,0,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed5,1,True,5,judged,complete_n9_c4,complete
,0,,0.0,,0,,,0,,grok-4-20-reasoning,grok-4-20-reasoning,control,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvcontrol__seed5__replica1,1,True,5,judged,complete_n9_c4,complete
,0,,1.0,,0,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed1,1,True,1,judged,complete_n9_c4,complete
,2,,2.3333333333333335,,2,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed1__replica1,1,True,1,judged,complete_n9_c4,complete
,0,,1.0,,0,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed2,1,True,2,judged,complete_n9_c4,complete
,2,,2.6666666666666665,,3,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed2__replica1,1,True,2,judged,complete_n9_c4,complete
,0,,1.0,,0,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed3,1,True,3,judged,complete_n9_c4,complete
,0,,1.0,,0,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed3__replica1,1,True,3,judged,complete_n9_c4,complete
,0,,1.3333333333333333,,1,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed4,1,True,4,judged,complete_n9_c4,complete
,0,,1.3333333333333333,,0,,,4,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed4__replica1,1,True,4,judged,complete_n9_c4,complete
,0,,1.0,,0,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed5,1,True,5,judged,complete_n9_c4,complete
,0,,1.6666666666666667,,2,,,3,,grok-4-20-reasoning,grok-4-20-reasoning,simple,foundry,grok-4-20-reasoning__complete_n9_c4__complete__n9__c4__secret1__pvsimple__seed5__replica1,1,True,5,judged,complete_n9_c4,complete
