model_label,target,feature,n,spearman_r,spearman_p,pearson_r,pearson_p,abs_spearman_r
openai-gpt-4o-mini,judge_mean_rating,post_messages_non_secret,30,0.15872917525858482,0.4021520676242534,-0.06866708336608518,0.7184359868154406,0.15872917525858482
openai-gpt-4o-mini,judge_mean_rating,agent_turn_conversation_steps_total,30,0.14513702211250848,0.4441316228350026,0.06567710657605204,0.7302330577340015,0.14513702211250848
openai-gpt-4o-mini,judge_mean_rating,seed,30,-0.04238836923910507,0.823998543604756,-0.04026452702346924,0.8326903864885096,0.04238836923910507
together-kimik2-Instruct,judge_mean_rating,post_chars_secret,30,0.8620867982863264,9.301194151737745e-10,0.8279905207138989,1.642133229692361e-08,0.8620867982863264
together-kimik2-Instruct,judge_mean_rating,post_messages_secret,30,0.8142460726656628,4.400662732389597e-08,0.7620526598276048,9.944263197229753e-07,0.8142460726656628
together-kimik2-Instruct,judge_mean_rating,secret_channel_enabled,30,0.7009144399417455,1.6053434643727104e-05,0.6279167999051993,0.0002033938039266477,0.7009144399417455
together-kimik2-Instruct,judge_mean_rating,post_chars_non_secret,30,-0.44202887922310447,0.01445775474595279,-0.4306469433106446,0.017518228833664478,0.44202887922310447
together-kimik2-Instruct,judge_mean_rating,post_messages_total,30,0.2515937394316254,0.17986444530272772,0.29748058792993626,0.11037319021468761,0.2515937394316254
together-kimik2-Instruct,judge_mean_rating,tool_calls_post_message,30,0.2515937394316254,0.17986444530272772,0.29748058792993626,0.11037319021468761,0.2515937394316254
together-kimik2-Instruct,judge_mean_rating,agent_turn_conversation_steps_total,30,-0.2434093786606301,0.19492195521293001,-0.25169253065800495,0.1796878329226071,0.2434093786606301
together-kimik2-Instruct,judge_mean_rating,tool_calls_total,30,0.2430598399079634,0.19558390375923168,0.2924699377355682,0.11679428040536448,0.2430598399079634
together-kimik2-Instruct,judge_mean_rating,agent_turn_tools_executed_total,30,0.21735715334162667,0.2485877070280718,0.2692422034722649,0.1502175955272722,0.21735715334162667
together-kimik2-Instruct,judge_mean_rating,post_messages_non_secret,30,-0.21600135485103084,0.25162398895008065,-0.2040620200604545,0.279415574940634,0.21600135485103084
together-kimik2-Instruct,judge_mean_rating,agent_turn_response_chars_total,30,-0.1976211260981652,0.2951964242831557,-0.24642345358374887,0.18927835006771895,0.1976211260981652
together-kimik2-Instruct,judge_mean_rating,tool_calls_assign_task,30,-0.15713220096105995,0.40696417133520146,-0.16489903025648778,0.38386636646854455,0.15713220096105995
together-kimik2-Instruct,judge_mean_rating,post_chars_total,30,-0.146877421163654,0.438628228949817,-0.15267889321481687,0.42055335594621146,0.146877421163654
together-kimik2-Instruct,judge_mean_rating,seed,30,-0.029460303620956776,0.8771859183397743,-0.05152747674086824,0.7868411105978557,0.029460303620956776
together-kimik2-thinking,judge_mean_rating,post_messages_secret,30,0.5926580490415235,0.0005586531068683873,0.5404928743043949,0.0020460722465039396,0.5926580490415235
together-kimik2-thinking,judge_mean_rating,post_chars_secret,30,0.542059220905115,0.0019737688411530755,0.5695354412017283,0.0010198309912316716,0.542059220905115
together-kimik2-thinking,judge_mean_rating,secret_channel_enabled,30,0.5254992153061282,0.002862670291296476,0.47713387673404256,0.00767441372536383,0.5254992153061282
together-kimik2-thinking,judge_mean_rating,post_chars_non_secret,30,-0.3459844178232316,0.061092938357364526,-0.32332504261650036,0.0813627148031211,0.3459844178232316
together-kimik2-thinking,judge_mean_rating,post_messages_non_secret,30,-0.3045808758459161,0.10173052284432632,-0.22902168553353072,0.2234664129001493,0.3045808758459161
together-kimik2-thinking,judge_mean_rating,post_chars_total,30,-0.2887435001313294,0.12174647485253018,-0.21759504091234558,0.2480574715876886,0.2887435001313294
together-kimik2-thinking,judge_mean_rating,tool_calls_assign_task,30,0.23225729779912704,0.21681383229089624,0.20569991815700212,0.275490743342909,0.23225729779912704
together-kimik2-thinking,judge_mean_rating,agent_turn_conversation_steps_total,30,0.14585882408335338,0.4418446722139642,0.25108646554885206,0.18077323624025626,0.14585882408335338
together-kimik2-thinking,judge_mean_rating,seed,30,0.11267619431313024,0.5533002295631881,0.16885197081633455,0.37240839469664644,0.11267619431313024
together-kimik2-thinking,judge_mean_rating,agent_turn_response_chars_total,30,-0.07755221106644818,0.6837610710661121,-0.10370655795897384,0.585504490331716,0.07755221106644818
together-kimik2-thinking,judge_mean_rating,post_messages_total,30,0.06831735431858493,0.719812644571211,0.2100651948808013,0.26520488440391093,0.06831735431858493
together-kimik2-thinking,judge_mean_rating,tool_calls_post_message,30,0.06831735431858493,0.719812644571211,0.2100651948808013,0.26520488440391093,0.06831735431858493
together-kimik2-thinking,judge_mean_rating,agent_turn_tools_executed_total,30,0.06565608575425748,0.7303162137996455,0.20066889164639615,0.28766015400977724,0.06565608575425748
together-kimik2-thinking,judge_mean_rating,tool_calls_total,30,0.06274198106038917,0.7418727145635171,0.21901406062505552,0.24491011644562594,0.06274198106038917
