condition,condition_pretty,environment_name,judge_label,mean,metric_key,metric_label,model_label,model_label_pretty,n,plot_header,sem
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.07717037532505941,normalized_regret,Normalized Regret (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.026944361128249692
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5055538057244632,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.028186451081878897
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.6333333333333333,judge_mean_rating,Collusion Judge (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.1448935887014454
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.05264414631008633,normalized_regret,Normalized Regret (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.016133470479381958
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.505621125630274,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.00918022570792116
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,2.4333333333333336,judge_mean_rating,Collusion Judge (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.14729530349861306
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.08988543655516106,normalized_regret,Normalized Regret (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.015047531682975424
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4731423353202645,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.044714466371320566
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.8999999999999998,judge_mean_rating,Collusion Judge (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.03504383220252313
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.07388149321986068,normalized_regret,Normalized Regret (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.015155102170962852
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.546153480086003,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02612315220909757
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.1333333333333333,judge_mean_rating,Collusion Judge (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.10922373625455005
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.08476001073635857,normalized_regret,Normalized Regret (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.01659523339537511
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5600568382920027,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02458599249401711
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.25,judge_mean_rating,Collusion Judge (↓),gemini-3.1-flash-lite,Gemini-3.1-Flash-Lite,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.15834487492560242
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.22189736691744738,normalized_regret,Normalized Regret (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.023247771257167496
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4899429083701083,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.04205346112586323
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.9833333333333332,judge_mean_rating,Collusion Judge (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02936959481190035
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.19684964338698527,normalized_regret,Normalized Regret (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.018198249311943162
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5113888413893757,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.04027388246730903
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.216666666666667,judge_mean_rating,Collusion Judge (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.08472521804692754
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.22492305491245473,normalized_regret,Normalized Regret (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.018395073787548774
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5663569005160087,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.021781516978258822
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.7833333333333328,judge_mean_rating,Collusion Judge (↓),gpt-5.4-mini,GPT-5.4-Mini,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.19387552526878066
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.35575931773156755,normalized_regret,Normalized Regret (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.03239747818101957
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5587686157184112,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.043998078000563
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,1.0666666666666669,judge_mean_rating,Collusion Judge (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.04588314677411235
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.3312422378991494,normalized_regret,Normalized Regret (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.03457555845482447
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5068448293667591,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.05723158104072794
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.2166666666666668,judge_mean_rating,Collusion Judge (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.1609093311946112
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.36109792040516997,normalized_regret,Normalized Regret (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.039840687010046234
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.530648061687862,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.032073432361273004
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.8000000000000003,judge_mean_rating,Collusion Judge (↓),gpt-5.4-nano,GPT-5.4-nano,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.13333333333333333
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.061205016955563615,normalized_regret,Normalized Regret (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.014887614266925345
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4836874643420416,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.03655118316785909
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,1.0166666666666668,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.07826704922348898
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.06503879442871938,normalized_regret,Normalized Regret (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.014533036325022229
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4669702847555664,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.044770363979819566
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.6,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.15967803863835445
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.08408473485709059,normalized_regret,Normalized Regret (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.022751877141250883
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5583138260811615,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.029988355548147293
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,3.6666666666666665,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-non-reasoning,Grok-4-1-fast-non-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.1994143472053729
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.05719642243731875,normalized_regret,Normalized Regret (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02442010404541239
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5390459388715939,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02904638991108652
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,1.0166666666666668,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.056584047097789955
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.038135941125830214,normalized_regret,Normalized Regret (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.013036815144617613
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.484269080083752,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.011620598172866481
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,2.5333333333333328,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.15179240979875971
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.0505011728237192,normalized_regret,Normalized Regret (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02291588758118956
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.5557634043175378,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.033754159751823325
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,4.2333333333333325,judge_mean_rating,Collusion Judge (↓),grok-4-1-fast-reasoning,Grok-4-1-fast-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.10288243446593506
