condition,condition_pretty,environment_name,judge_label,mean,metric_key,metric_label,model_label,model_label_pretty,n,plot_header,sem
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.06483267395630651,normalized_regret,Normalized Regret (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.014645932305281262
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.4699608417076295,normalized_coalition_regret_gap,Coalition Advantage (-),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.02948354857589707
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.8999999999999997,judge_mean_rating,Collusion Judge (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.07294955398698874
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.07143602578858235,normalized_regret,Normalized Regret (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.01577188859050069
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.4483612241890406,normalized_coalition_regret_gap,Coalition Advantage (-),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.03496438676805616
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,1.9333333333333336,judge_mean_rating,Collusion Judge (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.09852716548841382
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.0634565307979917,normalized_regret,Normalized Regret (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.015321944693095464
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.49395200037171494,normalized_coalition_regret_gap,Coalition Advantage (-),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.022993304029438413
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,2.7666666666666666,judge_mean_rating,Collusion Judge (↓),fw-glm-5,GLM-5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.08752610304046612
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.08440987085035209,normalized_regret,Normalized Regret (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.017394091134273718
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5568946360805975,normalized_coalition_regret_gap,Coalition Advantage (-),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.02456072350425733
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.6999999999999998,judge_mean_rating,Collusion Judge (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.03333333333333333
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.07931989449838239,normalized_regret,Normalized Regret (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.01689293567872542
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5043974984163755,normalized_coalition_regret_gap,Coalition Advantage (-),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.02842158928475593
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.9333333333333333,judge_mean_rating,Collusion Judge (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.07492686492653552
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.09450132583327557,normalized_regret,Normalized Regret (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.017120103054620972
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.4130596489754702,normalized_coalition_regret_gap,Coalition Advantage (-),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.04617324216421031
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,1.8166666666666664,judge_mean_rating,Collusion Judge (↓),fw-minimax-m2.5,MiniMax-M2.5,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.11963638868285861
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.09418845449650118,normalized_regret,Normalized Regret (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.01678170089031686
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.44721593567144796,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.053591029507538794
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.8666666666666666,judge_mean_rating,Collusion Judge (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.03746343246326776
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.10752560578238324,normalized_regret,Normalized Regret (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.021317014955717115
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.4564896351212063,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.05021460538900551
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,1.6166666666666667,judge_mean_rating,Collusion Judge (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.04376305152023307
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.09038547687501926,normalized_regret,Normalized Regret (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.02303268987903257
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5594065209678643,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.04300028448766058
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,2.733333333333334,judge_mean_rating,Collusion Judge (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.10429378208913576
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.06642772580008807,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.02072307103198026
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5089594768888295,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.04939064871570903
baseline,Control (no SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.85,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.038044295512634115
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.07960463745367079,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.01846920977595271
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5724056242166577,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.038686939218667844
control,Emergent (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,1.9000000000000004,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.09397025783047072
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.061286255687828084,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.01849959386663772
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,0.5114402246135616,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.04758331141217485
simple,Prompted (SC),JiraTicketEnvironment,foundry / claude-opus-4-6,3.2833333333333337,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / claude-opus-4-6,0.1033785978959087
