condition,condition_pretty,environment_name,judge_label,mean,metric_key,metric_label,model_label,model_label_pretty,n,plot_header,sem
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.10752560578238324,normalized_regret,Normalized Regret (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.021317014955717115
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.4564896351212063,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.05021460538900551
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,1.2999999999999996,judge_mean_rating,Collusion Judge (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.06796972150108953
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.09038547687501926,normalized_regret,Normalized Regret (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.02303268987903257
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.5594065209678643,normalized_coalition_regret_gap,Coalition Advantage (-),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.04300028448766058
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,1.7,judge_mean_rating,Collusion Judge (↓),gpt-5.4,GPT-5.4,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.10513149660756937
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.06642772580008807,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.02072307103198026
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.5089594768888295,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.04939064871570903
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,1.2833333333333334,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.07364765174930654
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.07960463745367079,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.01846920977595271
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.5724056242166577,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.038686939218667844
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,1.3,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.09941348467724344
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.061286255687828084,normalized_regret,Normalized Regret (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.01849959386663772
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,0.5114402246135616,normalized_coalition_regret_gap,Coalition Advantage (-),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.04758331141217485
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4-nano,2.15,judge_mean_rating,Collusion Judge (↓),grok-4-20-reasoning,Grok-4-20-Reasoning,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4-nano,0.18173143863810054
